pokeDexId,name,type1,type2,total,hp,attack,defense,spAtk,spDef,speed,generation,legendary,attractivity,fertility,fitness,nogoTypes,attractedTypes,nogos,imgurl,nogosTypes
327,Spinda,Normal,,360,60,60,60,60,60,60,3,False,0.36,0.2,0.49,,"['Ground', 'Electric', 'Rock', 'Normal', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#327.png,"['Flying', 'Fire', 'Fighting', 'Grass', 'Steel']"
328,Trapinch,Ground,,290,45,100,45,45,45,10,3,False,0.9,0.35,0.53,,"['Normal', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#328.png,"['Dragon', 'Fire', 'Ice', 'Steel', 'Fighting', 'Fairy']"
329,Vibrava,Ground,Dragon,340,50,70,50,50,50,70,3,False,0.29,0.73,0.53,,"['Bug', 'Fighting', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#329.png,"['Fighting', 'Fire', 'Ghost', 'Steel', 'Grass', 'Water']"
330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False,0.33,0.17,0.14,,"['Flying', 'Steel', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#330.png,"['Fairy', 'Water', 'Flying']"
331,Cacnea,Grass,,335,50,85,40,85,40,35,3,False,0.52,0.67,0.67,,"['Dragon', 'Rock', 'Fighting', 'Fairy', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#331.png,"['Ground', 'Steel', 'Flying', 'Bug', 'Fairy', 'Poison']"
332,Cacturne,Grass,Dark,475,70,115,60,115,60,55,3,False,0.03,0.73,0.51,,"['Dark', 'Ice', 'Steel', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#332.png,"['Bug', 'Poison', 'Fire']"
333,Swablu,Normal,Flying,310,45,40,60,40,75,50,3,False,0.52,0.3,0.83,,"['Dragon', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#333.png,"['Fairy', 'Ground', 'Bug', 'Dark']"
334,Altaria,Dragon,Flying,490,75,70,90,70,105,80,3,False,0.25,0.89,0.91,,"['Rock', 'Grass', 'Ground', 'Fire', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#334.png,"['Grass', 'Dragon', 'Steel', 'Dark']"
335,Zangoose,Normal,,458,73,115,60,60,60,90,3,False,0.15,0.03,0.41,,"['Poison', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#335.png,"['Electric', 'Poison', 'Ground', 'Bug']"
336,Seviper,Poison,,458,73,100,60,100,60,65,3,False,0.87,0.5,0.84,,"['Psychic', 'Dark', 'Electric', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#336.png,"['Steel', 'Fire', 'Grass', 'Dragon']"
337,Lunatone,Rock,Psychic,440,70,55,65,95,85,70,3,False,0.0,0.12,0.38,,"['Dark', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#337.png,"['Ground', 'Steel', 'Bug', 'Grass']"
338,Solrock,Rock,Psychic,440,70,95,85,55,65,70,3,False,0.94,0.88,0.89,,"['Psychic', 'Dragon', 'Poison', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#338.png,"['Ground', 'Dark', 'Rock', 'Dragon', 'Poison', 'Fire']"
339,Barboach,Water,Ground,288,50,48,43,46,41,60,3,False,0.2,0.16,0.42,,"['Grass', 'Flying', 'Rock', 'Water', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#339.png,"['Electric', 'Water', 'Dark', 'Dragon']"
340,Whiscash,Water,Ground,468,110,78,73,76,71,60,3,False,0.29,0.75,0.07,,"['Fire', 'Psychic']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#340.png,"['Bug', 'Water', 'Grass', 'Ground', 'Flying']"
341,Corphish,Water,,308,43,80,65,50,35,35,3,False,0.19,0.27,0.3,,"['Bug', 'Water', 'Dark', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#341.png,"['Grass', 'Flying', 'Electric']"
342,Crawdaunt,Water,Dark,468,63,120,85,90,55,55,3,False,0.36,0.58,0.76,,"['Ice', 'Grass', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#342.png,"['Fairy', 'Ice', 'Steel', 'Electric', 'Water']"
343,Baltoy,Ground,Psychic,300,40,40,55,40,70,55,3,False,0.23,0.71,0.21,,"['Bug', 'Steel', 'Ground', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#343.png,"['Grass', 'Electric', 'Fairy', 'Ice', 'Normal', 'Ground']"
344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False,0.36,0.42,0.7,,"['Ice', 'Grass', 'Fire', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#344.png,"['Normal', 'Fighting', 'Ground', 'Water', 'Ice']"
345,Lileep,Rock,Grass,355,66,41,77,61,87,23,3,False,0.96,0.61,0.79,,"['Fire', 'Fairy', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#345.png,"['Rock', 'Water', 'Fire', 'Fighting']"
346,Cradily,Rock,Grass,495,86,81,97,81,107,43,3,False,0.82,0.33,0.54,,"['Psychic', 'Grass', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#346.png,"['Fairy', 'Fire', 'Ice', 'Normal', 'Ghost']"
347,Anorith,Rock,Bug,355,45,95,50,40,50,75,3,False,0.12,0.43,0.54,,"['Bug', 'Fighting', 'Normal', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#347.png,"['Steel', 'Bug', 'Fighting', 'Rock', 'Dragon']"
348,Armaldo,Rock,Bug,495,75,125,100,70,80,45,3,False,0.43,0.94,0.68,,"['Ground', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#348.png,"['Fire', 'Fighting', 'Flying', 'Ghost']"
349,Feebas,Water,,200,20,15,20,10,55,80,3,False,0.4,0.22,0.21,,"['Fairy', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#349.png,"['Dragon', 'Fairy', 'Normal', 'Psychic']"
350,Milotic,Water,,540,95,60,79,100,125,81,3,False,0.65,0.2,0.83,,"['Psychic', 'Ghost', 'Flying', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#350.png,"['Normal', 'Water', 'Electric', 'Dark']"
351,Castform,Normal,,420,70,70,70,70,70,70,3,False,0.66,0.66,0.43,,"['Dragon', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#351.png,"['Electric', 'Ground', 'Poison']"
352,Kecleon,Normal,,440,60,90,70,60,120,40,3,False,0.02,0.87,0.93,,"['Rock', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#352.png,"['Flying', 'Poison', 'Water', 'Ghost']"
353,Shuppet,Ghost,,295,44,75,35,63,33,45,3,False,0.35,0.87,0.27,,"['Steel', 'Fire', 'Fighting', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#353.png,"['Electric', 'Steel', 'Ghost']"
354,Banette,Ghost,,455,64,115,65,83,63,65,3,False,0.04,0.62,0.17,,"['Grass', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#354.png,"['Psychic', 'Dark', 'Bug', 'Grass', 'Water', 'Dragon']"
355,Duskull,Ghost,,295,20,40,90,30,90,25,3,False,0.59,0.92,0.99,,['Grass'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#355.png,"['Psychic', 'Flying', 'Ground', 'Poison']"
356,Dusclops,Ghost,,455,40,70,130,60,130,25,3,False,0.05,0.36,0.54,,['Dark'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#356.png,"['Fire', 'Flying', 'Ice', 'Fighting']"
357,Tropius,Grass,Flying,460,99,68,83,72,87,51,3,False,0.68,0.75,0.57,,"['Grass', 'Poison', 'Dragon', 'Bug', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#357.png,"['Steel', 'Electric', 'Fighting', 'Ground']"
358,Chimecho,Psychic,,425,65,50,70,95,80,65,3,False,0.39,1.0,0.56,,"['Bug', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#358.png,"['Poison', 'Steel', 'Ice']"
359,Absol,Dark,,465,65,130,60,75,60,75,3,False,0.7,0.99,0.14,,"['Ground', 'Bug', 'Fairy', 'Fighting', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#359.png,"['Electric', 'Grass', 'Poison', 'Psychic', 'Ghost', 'Flying']"
360,Wynaut,Psychic,,260,95,23,48,23,48,23,3,False,0.79,0.37,0.32,,"['Dark', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#360.png,"['Dragon', 'Fire', 'Poison', 'Bug', 'Ice', 'Water']"
361,Snorunt,Ice,,300,50,50,50,50,50,50,3,False,0.09,0.7,0.73,,"['Dragon', 'Flying', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#361.png,"['Ghost', 'Water', 'Dragon']"
362,Glalie,Ice,,480,80,80,80,80,80,80,3,False,0.81,0.48,0.55,,['Psychic'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#362.png,"['Ice', 'Fairy', 'Normal', 'Bug', 'Dragon', 'Steel']"
363,Spheal,Ice,Water,290,70,40,50,55,50,25,3,False,0.02,0.19,0.32,,"['Bug', 'Electric', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#363.png,"['Ice', 'Rock', 'Flying', 'Fairy']"
364,Sealeo,Ice,Water,410,90,60,70,75,70,45,3,False,0.43,0.28,0.03,,"['Fighting', 'Grass', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#364.png,"['Dark', 'Fire', 'Rock', 'Steel']"
365,Walrein,Ice,Water,530,110,80,90,95,90,65,3,False,0.47,0.37,0.71,,"['Poison', 'Ghost', 'Water', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#365.png,"['Normal', 'Psychic', 'Ground', 'Water']"
366,Clamperl,Water,,345,35,64,85,74,55,32,3,False,0.1,0.96,0.25,,"['Water', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#366.png,"['Fairy', 'Water', 'Dragon', 'Psychic', 'Fighting', 'Poison']"
367,Huntail,Water,,485,55,104,105,94,75,52,3,False,0.23,0.29,0.67,,"['Normal', 'Steel', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#367.png,"['Poison', 'Rock', 'Water', 'Ghost', 'Dragon']"
368,Gorebyss,Water,,485,55,84,105,114,75,52,3,False,0.82,0.94,0.61,,"['Grass', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#368.png,"['Ghost', 'Ground', 'Rock', 'Normal']"
369,Relicanth,Water,Rock,485,100,90,130,45,65,55,3,False,0.92,0.47,0.45,,"['Fighting', 'Fairy', 'Water', 'Flying', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#369.png,"['Dark', 'Ground', 'Dragon']"
370,Luvdisc,Water,,330,43,30,55,40,65,97,3,False,0.02,0.03,0.24,,"['Flying', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#370.png,"['Dragon', 'Flying', 'Electric', 'Bug', 'Water', 'Rock']"
371,Bagon,Dragon,,300,45,75,60,40,30,50,3,False,0.98,0.42,0.01,,"['Normal', 'Ghost', 'Rock', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#371.png,"['Fighting', 'Water', 'Bug', 'Dragon', 'Rock', 'Fire']"
372,Shelgon,Dragon,,420,65,95,100,60,50,50,3,False,0.58,0.82,0.24,,"['Fire', 'Water', 'Steel', 'Ice', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#372.png,"['Fire', 'Fairy', 'Grass']"
373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False,0.18,0.06,0.68,,"['Electric', 'Fairy', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#373.png,"['Fairy', 'Fire', 'Dragon', 'Normal', 'Ghost']"
374,Beldum,Steel,Psychic,300,40,55,80,35,60,30,3,False,0.69,0.07,0.13,,"['Normal', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#374.png,"['Fairy', 'Ice', 'Fighting', 'Electric']"
375,Metang,Steel,Psychic,420,60,75,100,55,80,50,3,False,0.97,0.72,0.85,,['Water'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#375.png,"['Psychic', 'Ice', 'Electric', 'Bug', 'Grass', 'Fighting']"
376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False,0.65,0.63,0.87,,['Psychic'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#376.png,"['Flying', 'Steel', 'Grass']"
377,Regirock,Rock,,580,80,100,200,50,100,50,3,True,0.34,0.22,0.34,,"['Water', 'Poison', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#377.png,"['Dragon', 'Ice', 'Psychic', 'Bug']"
378,Regice,Ice,,580,80,50,100,100,200,50,3,True,0.73,0.95,0.48,,"['Dark', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#378.png,"['Water', 'Poison', 'Electric', 'Steel', 'Fighting', 'Rock']"
379,Registeel,Steel,,580,80,75,150,75,150,50,3,True,0.22,0.48,0.73,,"['Bug', 'Steel', 'Rock', 'Fire', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#379.png,"['Fire', 'Poison', 'Ground']"
380,Latias,Dragon,Psychic,600,80,80,90,110,130,110,3,True,0.22,0.81,0.62,,"['Water', 'Ghost', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#380.png,"['Dark', 'Bug', 'Flying', 'Water', 'Psychic']"
381,Latios,Dragon,Psychic,600,80,90,80,130,110,110,3,True,0.18,0.34,0.54,,['Normal'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#381.png,"['Psychic', 'Ground', 'Normal', 'Electric']"
382,Kyogre,Water,,670,100,100,90,150,140,90,3,True,0.34,0.29,0.69,,"['Dragon', 'Water', 'Flying', 'Psychic', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#382.png,"['Rock', 'Dragon', 'Poison']"
383,Groudon,Ground,,670,100,150,140,100,90,90,3,True,0.97,0.26,0.82,,"['Water', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#383.png,"['Fairy', 'Dark', 'Water', 'Rock']"
384,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,3,True,0.49,0.57,0.35,,"['Fire', 'Dragon', 'Psychic']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#384.png,"['Flying', 'Psychic', 'Dark']"
385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True,0.93,0.91,0.71,,['Ground'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#385.png,"['Dragon', 'Rock', 'Steel', 'Flying', 'Fighting', 'Psychic']"
386,DeoxysAttack Forme,Psychic,,600,50,180,20,180,20,150,3,True,0.11,0.94,0.92,,"['Poison', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#386.png,"['Poison', 'Ghost', 'Dragon', 'Bug', 'Normal']"
387,Turtwig,Grass,,318,55,68,64,45,55,31,4,False,0.35,0.08,0.98,,"['Bug', 'Fairy', 'Electric', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#387.png,"['Psychic', 'Rock', 'Flying', 'Ice', 'Dark', 'Ground']"
388,Grotle,Grass,,405,75,89,85,55,65,36,4,False,0.61,0.02,0.79,,['Poison'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#388.png,"['Fighting', 'Electric', 'Poison', 'Flying']"
389,Torterra,Grass,Ground,525,95,109,105,75,85,56,4,False,0.72,0.43,0.68,,"['Dragon', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#389.png,"['Normal', 'Fire', 'Grass']"
390,Chimchar,Fire,,309,44,58,44,58,44,61,4,False,0.43,0.53,0.82,,"['Water', 'Rock', 'Psychic', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#390.png,"['Dragon', 'Poison', 'Normal']"
391,Monferno,Fire,Fighting,405,64,78,52,78,52,81,4,False,0.64,0.64,0.91,,"['Ghost', 'Dragon']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#391.png,"['Poison', 'Steel', 'Fighting']"
392,Infernape,Fire,Fighting,534,76,104,71,104,71,108,4,False,0.37,0.13,0.17,,"['Fairy', 'Fire', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#392.png,"['Flying', 'Rock', 'Normal', 'Water']"
393,Piplup,Water,,314,53,51,53,61,56,40,4,False,0.56,0.97,0.51,,"['Fire', 'Dragon', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#393.png,"['Psychic', 'Dragon', 'Grass', 'Steel']"
394,Prinplup,Water,,405,64,66,68,81,76,50,4,False,0.73,0.56,0.83,,"['Fighting', 'Water', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#394.png,"['Ice', 'Bug', 'Water']"
395,Empoleon,Water,Steel,530,84,86,88,111,101,60,4,False,0.98,0.09,0.61,,"['Dragon', 'Ground', 'Dark', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#395.png,"['Fighting', 'Poison', 'Steel', 'Dragon', 'Water']"
396,Starly,Normal,Flying,245,40,55,30,30,30,60,4,False,0.23,0.55,0.7,,"['Fairy', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#396.png,"['Normal', 'Dark', 'Ground', 'Ghost', 'Dragon']"
397,Staravia,Normal,Flying,340,55,75,50,40,40,80,4,False,0.65,0.44,0.27,,"['Dragon', 'Ice', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#397.png,"['Dark', 'Ice', 'Fairy', 'Ground', 'Grass', 'Fighting']"
398,Staraptor,Normal,Flying,485,85,120,70,50,60,100,4,False,0.88,0.44,0.5,,"['Grass', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#398.png,"['Fairy', 'Fighting', 'Dark', 'Poison', 'Grass', 'Ice']"
399,Bidoof,Normal,,250,59,45,40,35,40,31,4,False,0.95,0.56,0.67,,['Ice'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#399.png,"['Ghost', 'Normal', 'Dragon']"
400,Bibarel,Normal,Water,410,79,85,60,55,60,71,4,False,0.2,0.56,0.51,,"['Psychic', 'Water', 'Dark', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#400.png,"['Fairy', 'Normal', 'Dark']"
401,Kricketot,Bug,,194,37,25,41,25,41,25,4,False,0.09,0.29,0.32,,"['Psychic', 'Poison', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#401.png,"['Dark', 'Flying', 'Ground', 'Grass']"
402,Kricketune,Bug,,384,77,85,51,55,51,65,4,False,0.9,0.26,0.61,,"['Ground', 'Flying', 'Steel', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#402.png,"['Ice', 'Ground', 'Steel']"
403,Shinx,Electric,,263,45,65,34,40,34,45,4,False,0.04,0.3,0.57,,"['Grass', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#403.png,"['Electric', 'Ghost', 'Fire', 'Water', 'Flying']"
404,Luxio,Electric,,363,60,85,49,60,49,60,4,False,0.32,0.94,0.89,,['Poison'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#404.png,"['Fighting', 'Electric', 'Normal']"
405,Luxray,Electric,,523,80,120,79,95,79,70,4,False,0.13,0.98,0.59,,"['Rock', 'Bug', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#405.png,"['Poison', 'Steel', 'Dragon', 'Rock', 'Ground', 'Electric']"
406,Budew,Grass,Poison,280,40,30,35,50,70,55,4,False,0.29,0.54,0.19,,"['Ground', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#406.png,"['Rock', 'Flying', 'Ice']"
407,Roserade,Grass,Poison,515,60,70,65,125,105,90,4,False,0.45,0.34,0.99,,"['Fire', 'Electric', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#407.png,"['Ice', 'Water', 'Fire']"
408,Cranidos,Rock,,350,67,125,40,30,30,58,4,False,0.14,0.55,0.14,,['Fairy'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#408.png,"['Dark', 'Steel', 'Electric']"
409,Rampardos,Rock,,495,97,165,60,65,50,58,4,False,0.23,0.17,0.02,,"['Ice', 'Flying', 'Rock', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#409.png,"['Poison', 'Electric', 'Fairy', 'Rock']"
410,Shieldon,Rock,Steel,350,30,42,118,42,88,30,4,False,0.12,0.26,0.21,,"['Psychic', 'Normal', 'Grass', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#410.png,"['Flying', 'Dark', 'Fire', 'Ground', 'Grass', 'Fighting']"
411,Bastiodon,Rock,Steel,495,60,52,168,47,138,30,4,False,0.13,0.11,0.58,,"['Fighting', 'Ground', 'Fairy', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#411.png,"['Psychic', 'Dark', 'Fighting', 'Water', 'Fire', 'Poison']"
412,Burmy,Bug,,224,40,29,45,29,45,36,4,False,0.55,0.87,0.74,,"['Grass', 'Psychic', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#412.png,"['Ghost', 'Rock', 'Normal', 'Steel', 'Dark', 'Poison']"
413,WormadamPlant Cloak,Bug,Grass,424,60,59,85,79,105,36,4,False,0.55,0.77,0.48,,['Normal'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#413.png,"['Water', 'Bug', 'Ground', 'Fighting', 'Electric', 'Fire']"
414,Mothim,Bug,Flying,424,70,94,50,94,50,66,4,False,0.54,0.05,0.47,,"['Fire', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#414.png,"['Fire', 'Ground', 'Ice', 'Poison', 'Electric', 'Flying']"
415,Combee,Bug,Flying,244,30,30,42,30,42,70,4,False,0.4,0.32,0.75,,['Electric'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#415.png,"['Ghost', 'Fire', 'Grass', 'Rock', 'Normal']"
416,Vespiquen,Bug,Flying,474,70,80,102,80,102,40,4,False,0.85,0.3,0.16,,"['Dragon', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#416.png,"['Fighting', 'Dark', 'Steel']"
417,Pachirisu,Electric,,405,60,45,70,45,90,95,4,False,0.06,0.79,0.97,,"['Psychic', 'Dragon', 'Ground', 'Fighting', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#417.png,"['Poison', 'Ghost', 'Rock', 'Fighting', 'Grass', 'Dark']"
418,Buizel,Water,,330,55,65,35,60,30,85,4,False,0.32,0.88,0.94,,"['Water', 'Dark', 'Ground', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#418.png,"['Ghost', 'Poison', 'Fire']"
419,Floatzel,Water,,495,85,105,55,85,50,115,4,False,0.42,0.38,0.97,,"['Rock', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#419.png,"['Electric', 'Dragon', 'Ghost']"
420,Cherubi,Grass,,275,45,35,45,62,53,35,4,False,0.47,0.17,0.98,,['Fighting'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#420.png,"['Fighting', 'Ground', 'Flying', 'Ghost', 'Ice', 'Water']"
421,Cherrim,Grass,,450,70,60,70,87,78,85,4,False,0.5,0.19,0.14,,"['Electric', 'Ghost', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#421.png,"['Bug', 'Flying', 'Ground', 'Fairy']"
422,Shellos,Water,,325,76,48,48,57,62,34,4,False,0.59,0.61,0.81,,"['Fairy', 'Ice', 'Steel', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#422.png,"['Flying', 'Grass', 'Bug', 'Poison', 'Normal', 'Dark']"
423,Gastrodon,Water,Ground,475,111,83,68,92,82,39,4,False,0.46,0.43,0.55,,"['Electric', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#423.png,"['Ghost', 'Fire', 'Fairy', 'Normal']"
424,Ambipom,Normal,,482,75,100,66,60,66,115,4,False,0.02,0.83,0.24,,"['Electric', 'Flying', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#424.png,"['Ground', 'Flying', 'Psychic', 'Ghost', 'Dark']"
425,Drifloon,Ghost,Flying,348,90,50,34,60,44,70,4,False,0.59,0.08,0.67,,['Fire'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#425.png,"['Steel', 'Normal', 'Fighting', 'Dragon']"
426,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,4,False,0.85,0.03,0.28,,"['Ground', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#426.png,"['Rock', 'Ice', 'Water', 'Psychic', 'Ground', 'Electric']"
427,Buneary,Normal,,350,55,66,44,44,56,85,4,False,0.25,0.95,0.63,,"['Grass', 'Poison', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#427.png,"['Bug', 'Dragon', 'Fairy']"
428,Lopunny,Normal,,480,65,76,84,54,96,105,4,False,0.67,0.03,0.84,,"['Fairy', 'Dark', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#428.png,"['Normal', 'Water', 'Fire']"
429,Mismagius,Ghost,,495,60,60,60,105,105,105,4,False,0.18,0.17,0.58,,"['Normal', 'Electric', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#429.png,"['Normal', 'Ghost', 'Bug']"
430,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,4,False,0.01,0.94,0.35,,"['Flying', 'Rock', 'Steel', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#430.png,"['Fire', 'Ground', 'Fairy', 'Grass', 'Water', 'Rock']"
431,Glameow,Normal,,310,49,55,42,42,37,85,4,False,0.64,0.38,0.14,,"['Fire', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#431.png,"['Ice', 'Bug', 'Electric']"
432,Purugly,Normal,,452,71,82,64,64,59,112,4,False,0.29,0.5,0.75,,"['Bug', 'Steel', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#432.png,"['Ice', 'Bug', 'Rock', 'Fairy', 'Grass', 'Dark']"
433,Chingling,Psychic,,285,45,30,50,65,50,45,4,False,0.44,0.61,0.94,,"['Normal', 'Grass', 'Bug', 'Psychic', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#433.png,"['Flying', 'Ice', 'Psychic', 'Steel']"
434,Stunky,Poison,Dark,329,63,63,47,41,41,74,4,False,0.1,0.5,0.1,,"['Grass', 'Steel', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#434.png,"['Poison', 'Dark', 'Steel', 'Fighting', 'Ice']"
435,Skuntank,Poison,Dark,479,103,93,67,71,61,84,4,False,0.62,0.49,0.08,,"['Rock', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#435.png,"['Dragon', 'Bug', 'Ice', 'Fairy']"
436,Bronzor,Steel,Psychic,300,57,24,86,24,86,23,4,False,0.71,0.85,0.75,,"['Fighting', 'Fire', 'Ground', 'Dragon', 'Psychic']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#436.png,"['Dark', 'Ground', 'Steel', 'Poison', 'Normal']"
